time,flux,flux_err,anomaly
260.21545711517683,0.9846578402663739,0.00040510445,Anomaly
260.2188625992276,0.9857807775300291,0.00040516697,Anomaly
260.2222680832783,1.0110460339693246,0.000405354,Anomaly
260.22567356732907,1.0180743510611372,0.00040542582,Anomaly
260.2290790513798,0.9813004969901704,0.00040555245,Anomaly
260.23248453543056,1.013235893688342,0.00040542832,Anomaly
260.2358900192412,0.9853822957686483,0.00040550294,Anomaly
260.23929550329194,1.0017835876937564,0.0004055135,Anomaly
260.2427009873427,1.0274527150322077,0.0004055099,Anomaly
260.24610647139343,0.9766923944404386,0.00040539788,Anomaly
260.2495119554442,1.0284405640758425,0.00040539357,Anomaly
260.25632292331284,1.0090468373875368,0.00040541487,Anomaly
260.2597284073636,0.9773142224252233,0.00040529342,Anomaly
260.2631338914143,1.0148495738159236,0.00040523737,Anomaly
260.26653937523224,0.9856460301602645,0.0004052761,Anomaly
260.269944859283,0.996278642504079,0.00040526586,Anomaly
260.27335024333297,1.0033446298913082,0.0004054815,Anomaly
260.27675582715165,1.0199676130207354,0.00040542343,Anomaly
260.2801613112024,0.9813330413946862,0.00040552873,Anomaly
260.28356689502107,1.012152109095514,0.0004058768,Anomaly
260.28697227907105,0.9968398860962098,0.0004059424,Anomaly
260.29037776288897,1.0180387520911374,0.00040614273,Anomaly
260.2937832469397,0.9894940433906696,0.00040650152,Anomaly
260.29718873075035,0.9806412321711748,0.00040659172,Anomaly
260.3005941148076,1.0100451033704352,0.00040695092,Anomaly
260.303999698619,0.996077511924025,0.0004070877,Anomaly
260.3074051826697,0.9840439308286958,0.0004069711,Anomaly
260.31081066648767,1.0066772270282005,0.00040677105,Anomaly
260.3142161503056,0.9782617367148688,0.00040656212,Anomaly
260.3176216343563,0.9906354501363159,0.00040615097,Anomaly
260.3244325019914,1.0284551811846399,0.00040560268,Anomaly
260.3278379858093,0.9900368349618714,0.0004053755,Anomaly
260.3312435698608,1.028384879687721,0.0004052283,Anomaly
260.3346490536788,1.0100071920658351,0.00040512465,Anomaly
260.33805453749665,1.0266522245791603,0.00040523484,Anomaly
260.34146002131456,1.0153711664704796,0.00040508126,Anomaly
260.3448655051325,1.0294639458472319,0.00040519136,Anomaly
260.3482709889504,1.0045089172852493,0.00040549153,Anomaly
260.3516763730004,0.9900266925952731,0.00040566447,Anomaly
260.35508195681905,0.9973215750566482,0.00040595283,Anomaly
260.3618928244541,0.9973204368370533,0.0004067221,Anomaly
260.3652984082655,1.012895096315349,0.0004071892,Anomaly
260.36870389208343,0.9940630955641006,0.00040748075,Anomaly
260.3721092756677,0.9779557261308452,0.00040758506,Anomaly
260.37551485948643,1.0180758299006807,0.0004077535,Anomaly
260.3789202433036,1.0178553985996763,0.0004079155,Anomaly
260.38232582712226,1.0049941718060111,0.00040798113,Anomaly
260.3857313109402,1.0281636233564986,0.0004077103,Anomaly
260.3891366947573,1.0238876209473546,0.00040783986,Anomaly
260.392542278576,1.0286539056384867,0.00040756993,Anomaly
260.3959477621611,1.0236546057788494,0.00040737644,Anomaly
260.399353245979,0.9782596112562709,0.00040715394,Anomaly
260.4027587297969,0.9941085519655518,0.00040690613,Anomaly
260.40616411338124,1.0105174131198438,0.0004067123,Anomaly
260.4095696971999,1.0048556585901105,0.00040656887,Anomaly
260.41297508101707,1.0084615869406324,0.00040643083,Anomaly
260.4163805646021,0.9819156404381297,0.0004062773,Anomaly
260.41978614841355,1.0163654425327653,0.00040643773,Anomaly
260.423191532238,1.017717346801045,0.00040648048,Anomaly
260.4265971158165,0.9867438044879261,0.00040639422,Anomaly
260.43000259963446,1.0219622201809888,0.00040663942,Anomaly
260.4334079832188,0.9866490089717906,0.00040675563,Anomaly
260.43681356703746,1.0136211119234986,0.00040681666,Anomaly
260.4402189506218,0.9960569480049856,0.00040685045,Anomaly
260.44362443420687,0.9811255782703646,0.00040705473,Anomaly
260.44703001802554,0.9814657454094742,0.000407198,Anomaly
260.45043540160987,0.9702324187282917,0.0004072956,Anomaly
260.45384098542854,1.0099303657670147,0.0004073725,Anomaly
260.4572464690136,0.9765252531622718,0.00040746943,Anomaly
260.46065185259795,1.00524693553694,0.0004075167,Anomaly
260.46746282000095,1.0205463696351562,0.00040767272,Anomaly
260.4708684035868,1.0063813819333323,0.00040772336,Anomaly
260.4742738871719,1.0291122806453985,0.00040771614,Anomaly
260.4776792707562,0.9879103239902323,0.0004078211,Anomaly
260.4810848545676,1.027212710632154,0.00040757345,Anomaly
260.4844903381527,1.003792024032107,0.00040762356,Anomaly
260.487895721737,1.010748649258775,0.00040754964,Anomaly
260.49130130532285,0.9868957187470943,0.00040734437,Anomaly
260.4947066889072,1.00699234404355,0.00040715598,Anomaly
