time,flux,flux_err,anomaly
260.216138291893,0.99889493,0.00040502404,Anomaly
260.2529174394949,0.99869907,0.0004051758,Anomaly
260.2862912023484,0.99890524,0.00040580175,Anomaly
260.32238927161234,0.99892986,0.000405665,Anomaly
260.3857313109402,0.99862164,0.0004077103,Anomaly
260.3932234552922,1.0010772,0.00040775398,Anomaly
260.4041209832285,0.9986479,0.00040660508,Anomaly
260.4265971158165,0.99889666,0.00040639422,Anomaly
260.43068367635715,0.9989061,0.00040649698,Anomaly
260.4449866878713,0.9988662,0.00040697496,Anomaly
260.49538786562334,0.9987567,0.0004069371,Anomaly
260.5076475465321,0.9989311,0.00040656707,Anomaly
260.5096907766856,0.99892896,0.00040660397,Anomaly
260.5273993710871,0.9988916,0.00040805174,Anomaly
260.52808044780977,0.9988958,0.00040812665,Anomaly
260.54374571206426,1.00216,0.0004101811,Anomaly
260.5764382935449,0.998868,0.00040766274,Anomaly
260.57916280041536,0.9986375,0.0004075213,Anomaly
260.60232010785694,0.99876565,0.0004074528,Anomaly
260.6118553814304,0.9986678,0.0004073001,Anomaly
260.61253645791294,0.9988954,0.00040732298,Anomaly
260.6411425783954,0.9986524,0.00040698893,Anomaly
260.6472723683837,0.9989237,0.0004073827,Anomaly
260.6499967750133,0.9985581,0.00040749315,Anomaly
260.669067521696,0.99894077,0.00040879514,Anomaly
260.67315408176364,0.99893016,0.00040897113,Anomaly
260.67519731167704,0.99880475,0.00040902186,Anomaly
260.67928397174546,0.9987375,0.00040910373,Anomaly
260.7044845079436,0.9987097,0.00040803824,Anomaly
260.73377170351887,0.9978157,0.00041090866,Anomaly
260.7344527802343,0.99763423,0.00041067036,Anomaly
260.75284234949504,0.9981216,0.00040801667,Anomaly
260.7732752484444,0.99879515,0.00041000525,Anomaly
260.7841728745116,0.99884367,0.00040921234,Anomaly
260.7977947069885,0.998881,0.00040734338,Anomaly
260.81345986915403,0.9988111,0.00040889744,Anomaly
260.8495580293311,0.9985457,0.00040846076,Anomaly
260.85092028252984,0.99886155,0.00040856283,Anomaly
260.85500684213184,0.99890554,0.00040870276,Anomaly
260.86590436773986,0.9986965,0.00040848085,Anomaly
260.8795262997519,0.9988264,0.00040811228,Anomaly
260.8822507061559,0.9986814,0.00040818224,Anomaly
260.92720306062256,0.9988712,0.00041131195,Anomaly
260.93060854350915,0.99889404,0.00041161274,Anomaly
260.9387817624811,0.9986059,0.0004116692,Anomaly
260.9701120847094,0.9988402,0.0004086797,Anomaly
260.97419864407857,1.0014107,0.0004094797,Anomaly
260.98782067516004,0.9987333,0.0004094809,Anomaly
260.989182828358,0.99877334,0.00040941505,Anomaly
261.00484808912734,0.99864125,0.0004083723,Anomaly
261.0286863683941,0.9986141,0.0004092436,Anomaly
261.0593358125116,0.99888676,0.00040796574,Anomaly
261.0613790421994,0.99892145,0.00040789164,Anomaly
261.06682775453373,0.9987164,0.00040791472,Anomaly
261.0688710839895,0.99879444,0.0004080485,Anomaly
261.07840645546094,0.9986996,0.00040878745,Anomaly
261.1008825808385,0.9988173,0.00040874272,Anomaly
261.12812644159567,0.99888784,0.00040988563,Anomaly
261.1403862187726,0.9984788,0.00040911773,Anomaly
261.14379170119355,0.9983739,0.0004088538,Anomaly
261.14992158978566,0.99867857,0.0004086125,Anomaly
261.1594569607987,0.9989047,0.00040863283,Anomaly
261.1758032968792,0.997894,0.00041031739,Anomaly
261.19283070921665,0.99887943,0.0004101307,Anomaly
261.19691726812016,0.99887824,0.00040955507,Anomaly
261.2050903859272,1.0022384,0.0004094138,Anomaly
261.21190135076904,0.9987363,0.000408214,Anomaly
261.2207555450659,0.9988974,0.00040850032,Anomaly
261.2255233804535,0.99871814,0.0004088868,Anomaly
261.2282476863911,0.998858,0.0004090489,Anomaly
261.2289287628737,0.9988314,0.00040896563,Anomaly
261.22960983935627,0.99784285,0.00040909986,Anomaly
261.24527509826294,0.99858916,0.00040954555,Anomaly
261.24936165716645,0.99859697,0.00040916156,Anomaly
261.260259180679,0.9987235,0.00040819446,Anomaly
261.27047562770895,0.9989029,0.0004079667,Anomaly
261.2909086217624,0.9989208,0.00040980475,Anomaly
261.30180614504206,0.9987832,0.00041066413,Anomaly
261.30248722152464,0.99882144,0.00041051523,Anomaly
261.3045304507468,0.9982561,0.00041045021,Anomaly
261.30861700965033,0.9988088,0.0004104488,Anomaly
261.31406592105486,0.9988676,0.00041009812,Anomaly
261.3392663498089,0.99841714,0.00040836184,Anomaly
261.352888278554,0.9987581,0.0004079994,Anomaly
261.35561268425954,0.9989416,0.00040792485,Anomaly
261.35697493722546,0.99881124,0.0004078407,Anomaly
261.3692345130112,0.9988923,0.00040748122,Anomaly
261.3699156894945,0.9985215,0.00040743986,Anomaly
261.3780889066038,0.9983072,0.00040763605,Anomaly
261.3835376182469,0.9989025,0.00040800634,Anomaly
261.38626202395244,0.9985096,0.0004080865,Anomaly
261.3951163173115,0.9987787,0.00040844717,Anomaly
261.3971595467665,0.99886984,0.00040849418,Anomaly
261.39988395246473,0.99843717,0.00040843274,Anomaly
261.4135058807515,1.0013157,0.00040821676,Anomaly
261.41963566864433,0.9988834,0.0004072476,Anomaly
261.4230412506004,0.99857575,0.00040688767,Anomaly
261.4278088855208,0.9985518,0.00040655935,Anomaly
261.4421118902901,0.99875,0.00040683715,Anomaly
261.45505274209427,0.99890727,0.00040746614,Anomaly
261.4775289632744,0.9987575,0.0004077054,Anomaly
261.4857019801493,0.9986079,0.000407875,Anomaly
261.487745409373,0.9988002,0.0004079139,Anomaly
261.4972806787482,0.9985059,0.00040777618,Anomaly
261.51022153031954,0.99870765,0.00040764312,Anomaly
261.52588678712345,0.99877113,0.00040855352,Anomaly
261.536784309239,0.9986726,0.00040855227,Anomaly
261.5381464619786,0.9988502,0.00040851076,Anomaly
261.5395087147117,0.9988024,0.00040839877,Anomaly
261.5463195786215,0.99891156,0.00040784862,Anomaly
261.54768183135457,0.9988008,0.0004077102,Anomaly
261.55721720050497,0.9988167,0.00040718194,Anomaly
261.56062268246023,0.9987265,0.000407107,Anomaly
261.56130375871,0.99880975,0.00040709213,Anomaly
261.57696901528834,0.99876547,0.00040738238,Anomaly
261.57833126802143,0.9987378,0.00040742525,Anomaly
261.5865042844307,0.9986917,0.00040769845,Anomaly
261.5974018063134,0.9989145,0.00040820867,Anomaly
261.5994452353043,0.99891156,0.000408322,Anomaly
261.6001263117869,0.9989334,0.00040835276,Anomaly
261.6430353219039,0.99869925,0.00040855922,Anomaly
261.6464408036263,0.99884486,0.00040830995,Anomaly
261.6709603519339,0.9987853,0.00040685674,Anomaly
261.6839010023323,0.9989124,0.0004079721,Anomaly
261.70569614493434,0.99870145,0.00040822933,Anomaly
261.70910162642394,0.9988668,0.00040775683,Anomaly
261.71318818439613,0.9984752,0.00040712993,Anomaly
261.7172747423756,0.99880517,0.0004067593,Anomaly
261.72272355284804,0.99891704,0.00040651966,Anomaly
261.7234046293306,0.9988796,0.00040650924,Anomaly
261.7254479580879,0.9988917,0.00040648377,Anomaly
261.7308967687932,0.99885756,0.00040654297,Anomaly
261.73362107403227,0.9989334,0.00040658336,Anomaly
261.73498332653253,0.99865985,0.00040658072,Anomaly
261.7356644030224,0.9985485,0.00040657228,Anomaly
261.7377077320052,0.99890286,0.00040666462,Anomaly
261.7417942897446,0.9988796,0.0004067378,Anomaly
261.7458808477168,0.9987187,0.00040683371,Anomaly
261.74724300022353,0.9986944,0.00040689498,Anomaly
261.7595028739088,0.9987046,0.00040805407,Anomaly
261.76018395015853,0.99844235,0.0004081307,Anomaly
261.7615460028974,0.99892807,0.00040841405,Anomaly
261.76290825539763,0.99873286,0.00040861737,Anomaly
261.7765301815889,0.99873793,0.00041011418,Anomaly
261.7799356630785,0.99874556,0.0004099116,Anomaly
261.79491974153643,0.99888086,0.00040750063,Anomaly
261.79696307052654,0.9986422,0.00040718832,Anomaly
261.7983253230268,0.9985016,0.00040700505,Anomaly
261.8003685520161,0.9981618,0.0004067809,Anomaly
261.812628325235,0.9987972,0.0004068304,Anomaly
261.8139904779673,0.9987352,0.00040689216,Anomaly
261.8255691747036,0.99888456,0.00040760046,Anomaly
261.84327755816776,0.9989102,0.00040803556,Anomaly
261.85553733116103,0.9988668,0.00040817526,Anomaly
261.86302937039,0.99892896,0.0004083335,Anomaly
261.8712024856359,0.9987563,0.00040839348,Anomaly
261.88073795339005,0.99884367,0.00040811364,Anomaly
261.8861866636289,0.9988941,0.00040768497,Anomaly
261.8868678398794,0.99863195,0.00040758058,Anomaly
261.88891106863593,0.99893266,0.00040747493,Anomaly
261.8929975261417,0.9987852,0.0004071657,Anomaly
261.8977653601323,0.99870807,0.00040700333,Anomaly
261.90798180390266,0.9986835,0.00040760025,Anomaly
261.9195604004126,0.99872774,0.00040855812,Anomaly
261.92432803416887,0.99860513,0.000408413,Anomaly
261.9256902866691,0.9987028,0.00040832834,Anomaly
261.9284145916754,0.9983108,0.00040802005,Anomaly
261.9331823254324,0.9986479,0.00040758966,Anomaly
261.94135544045275,0.99878424,0.00040716337,Anomaly
261.96859929026687,0.99811375,0.00040773003,Anomaly
261.9713236952739,0.9982603,0.00040736087,Anomaly
261.97200477152364,0.9987102,0.00040732796,Anomaly
261.9754102527804,0.99838406,0.00040681247,Anomaly
261.9767724052872,0.99872786,0.000406711,Anomaly
261.9869888488174,0.99882793,0.00040653712,Anomaly
261.9910755063247,0.99865323,0.0004070053,Anomaly
261.99243765859865,0.99859506,0.0004072082,Anomaly
261.9951620636057,0.99848014,0.00040765133,Anomaly
261.99992969736195,0.9986978,0.00040845913,Anomaly
262.0108272169164,0.9988808,0.00040875003,Anomaly
262.02104366045387,0.9988938,0.00040810535,Anomaly
262.02172483647155,0.998696,0.00040803544,Anomaly
262.0224059127213,0.99880517,0.00040801117,Anomaly
262.0251302177276,0.99855924,0.00040784324,Anomaly
262.0305790275015,0.9988435,0.00040775392,Anomaly
262.032622356026,0.9988581,0.00040772557,Anomaly
262.04488212808064,0.9985868,0.00040771274,Anomaly
262.0550985713853,0.9988143,0.0004074514,Anomaly
262.06599599070614,0.99887943,0.00040734358,Anomaly
262.07008254797984,0.99885297,0.0004074309,Anomaly
262.0707637242376,0.9986054,0.00040741626,Anomaly
262.0721258765043,0.998689,0.00040745965,Anomaly
262.0809801673022,0.99854916,0.00040777182,Anomaly
262.08302349582664,0.99892354,0.00040787528,Anomaly
262.0837045720764,0.99888086,0.00040789848,Anomaly
262.0884722055998,0.9988665,0.00040802138,Anomaly
262.08983445787453,0.99885577,0.00040803401,Anomaly
262.0932398388977,0.9987911,0.00040803032,Anomaly
262.0952831676477,0.9989018,0.00040805447,Anomaly
262.09868864867167,0.99831724,0.0004079496,Anomaly
262.10277520571253,0.99886405,0.00040802607,Anomaly
262.1163972298091,0.9986436,0.00040774044,Anomaly
262.117078305826,0.99892026,0.0004077623,Anomaly
262.1218459393567,0.99866366,0.0004075651,Anomaly
